meterName,meterNo,dateTime,importActiveEnergyT,currentA,currentB,currentC,voltageL12,voltageL23,voltageL31,voltageA,voltageB,voltageC,activePowerT,activePowerA,activePowerB,activePowerC,powerFactorA,powerFactorB,powerFactorC,powerFactorT
MSB-1,57,2025-05-01 10:00:00,14361176.900,0.329,0.332,0.201,421.820,423.980,426.000,245.620,244.820,247.320,0.203,0.079,0.080,0.044,-0.973,-0.986,-0.895,-0.960
SSB-E2A,3,2025-05-01 10:00:00,14741.298,1.401,13.812,2.451,423.415,425.987,426.750,245.665,244.782,247.422,0.343,0.343,3.276,0.562,-0.945,0.000,0.000,nan
SSB-G,1,2025-05-01 10:00:00,8446.601,2.412,0.263,0.133,424.924,426.606,426.719,245.911,245.141,247.603,0.407,0.407,0.000,0.000,0.686,0.000,0.000,nan
SSB-E2,2,2025-05-01 10:00:00,18732.038,2.461,1.194,1.943,422.990,425.458,427.738,245.875,245.011,247.528,1.164,0.185,0.402,0.453,-0.940,-0.500,0.942,nan
SSB-2,1,2025-05-01 10:30:00,1958.076,0.458,1.915,1.546,424.933,423.739,429.659,245.997,245.053,248.148,0.851,0.087,0.441,0.323,0.773,0.941,-0.840,nan
SSB-E2,2,2025-05-01 10:30:00,18732.488,2.283,1.225,1.950,424.580,426.383,428.827,246.376,245.589,248.120,0.676,0.186,0.138,0.454,-0.960,-0.481,0.655,nan
SSB-2A,4,2025-05-01 10:30:00,2774.524,1.756,66.820,34.840,424.730,426.770,428.874,245.832,244.735,248.022,0.554,0.414,16.201,8.524,-0.957,-0.250,-0.979,nan
SSB-E2A,3,2025-05-01 10:30:00,14741.486,3.742,13.827,0.000,424.562,426.635,427.913,246.502,245.810,247.919,4.711,0.871,0.000,0.000,-0.945,0.967,0.000,nan
SSB-EG,2,2025-05-01 10:30:00,1371.295,nan,0.223,nan,424.456,nan,430.211,246.232,nan,247.916,nan,0.000,0.000,nan,-0.983,0.000,nan,nan
SSB-G,1,2025-05-01 10:30:00,8446.803,1.026,0.247,0.133,425.385,427.366,428.101,246.431,245.674,248.188,0.222,0.222,0.000,0.000,0.877,0.000,0.000,nan
SSB-2A-1,10,2025-05-01 10:30:00,426713.344,1.336,1.393,1.581,425.697,427.692,431.595,247.023,246.167,248.706,0.072,0.072,0.000,0.000,-0.219,0.000,0.000,nan
SSB-3,5,2025-05-01 10:30:00,9854.279,2.036,0.134,1.859,423.642,426.129,428.691,245.849,244.987,248.189,0.603,0.305,0.026,0.271,-0.610,0.794,0.589,nan
MSB-1,57,2025-05-01 10:30:00,14361201.900,0.328,0.335,0.204,423.540,425.680,427.440,246.540,245.860,248.200,0.207,0.079,0.081,0.047,-0.981,-0.986,-0.921,-0.968
SSB-2-1,9,2025-05-01 10:30:00,342727.584,0.000,0.000,0.000,425.554,427.377,431.384,246.998,246.042,248.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
MSB-1,57,2025-05-01 11:00:00,14361227.200,0.324,0.352,0.206,419.240,421.080,422.500,243.780,243.360,245.380,0.209,0.078,0.085,0.047,-0.984,-0.990,-0.924,-0.973
SSB-EG,2,2025-05-01 11:00:00,1371.295,0.294,nan,0.000,425.076,nan,430.928,nan,245.860,nan,0.000,3.224,nan,0.000,-0.983,nan,0.000,nan
SSB-G,1,2025-05-01 11:00:00,8446.966,2.621,0.255,0.000,426.010,427.387,428.413,246.750,245.915,248.401,0.452,0.452,0.000,0.000,0.699,0.000,0.000,nan
SSB-5,1,2025-05-01 11:00:00,12356.715,0.076,0.014,1.557,424.301,425.416,428.775,245.242,244.738,247.557,0.023,0.195,0.202,0.001,0.979,0.573,0.751,nan
SSB-2,1,2025-05-01 11:00:00,1958.541,0.445,1.914,1.546,426.014,424.509,430.463,246.268,245.391,248.429,0.850,0.087,0.441,0.322,0.794,0.939,-0.838,nan
MSB-1,57,2025-05-01 11:30:00,14361252.300,0.324,0.334,0.206,419.120,421.200,422.660,243.800,243.340,245.460,0.205,0.078,0.080,0.047,-0.984,-0.986,-0.930,-0.973
SSB-G,1,2025-05-01 11:30:00,8447.115,1.216,0.254,0.141,419.278,421.180,421.654,243.143,242.183,244.629,0.262,0.262,0.000,0.000,0.887,0.000,0.000,nan
SSB-E2,2,2025-05-01 11:30:00,18733.410,1.214,1.217,0.539,418.501,421.730,422.479,243.046,242.080,244.700,0.686,0.254,0.143,0.444,-0.861,-0.485,0.949,nan
SSB-2,1,2025-05-01 11:30:00,1958.980,0.458,1.881,1.773,419.094,417.978,423.343,242.707,241.681,244.592,0.909,0.085,0.433,0.391,0.769,0.952,-0.901,nan
SSB-2,1,2025-05-01 12:00:00,1959.425,0.449,1.873,1.736,418.910,417.846,423.918,242.378,241.256,244.553,0.891,0.084,0.430,0.377,0.775,0.951,0.888,nan
SSB-E2A,3,2025-05-01 12:00:00,28787.546,1.386,0.000,2.448,419.144,421.226,423.217,242.685,241.724,244.360,4.589,0.809,0.000,0.000,-0.941,0.974,-0.940,nan
SSB-2A,4,2025-05-01 12:00:00,2775.399,1.759,0.757,36.142,417.745,420.917,423.181,242.478,241.119,244.559,0.548,0.407,16.258,8.921,-0.954,-0.267,-0.991,nan
SSB-3,5,2025-05-01 12:00:00,9855.141,2.038,0.142,1.845,417.707,420.126,422.466,242.460,241.614,244.594,0.595,0.298,0.027,0.270,-0.604,0.834,0.599,nan
SSB-E2,2,2025-05-01 12:00:00,18733.850,1.346,1.217,1.911,418.681,419.924,422.365,242.719,241.824,244.350,0.677,0.192,0.140,0.444,-0.884,-0.915,0.642,nan
SSB-EG,2,2025-05-01 12:00:00,31909.192,nan,11.520,1.875,nan,420.082,424.074,nan,241.625,nan,6.133,3.128,2.553,nan,-0.982,nan,0.987,nan
DB-M,3,2025-05-01 12:00:00,17577.376,nan,0.181,nan,419.212,nan,423.264,nan,242.180,nan,0.968,0.030,nan,nan,nan,0.752,nan,nan
SSB-2A-1,10,2025-05-01 12:00:00,426713.344,1.316,1.369,1.554,417.883,419.847,423.637,242.451,241.649,244.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
MSB-1,57,2025-05-01 12:00:00,14361277.200,0.352,0.340,0.206,419.520,421.580,423.480,244.200,243.520,245.860,0.214,0.085,0.082,0.047,-0.988,-0.987,-0.937,-0.978
SSB-2-1,9,2025-05-01 12:00:00,342727.584,0.000,0.000,0.000,417.767,419.603,423.389,242.399,241.572,243.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-G,1,2025-05-01 12:00:00,8447.288,2.358,0.261,0.141,419.037,420.766,421.100,242.797,241.938,244.436,0.398,0.398,0.000,0.000,0.695,0.000,0.000,nan
SSB-2,1,2025-05-01 12:30:00,1959.859,0.462,1.878,1.556,418.966,417.280,422.961,241.909,241.201,244.097,0.836,0.086,0.432,0.318,0.770,0.954,-0.836,nan
SSB-E2,2,2025-05-01 12:30:00,18734.312,1.484,1.813,0.534,417.059,421.323,422.177,242.451,241.714,244.280,0.616,0.293,0.140,0.443,-0.813,-0.476,0.950,nan
SSB-5,1,2025-05-01 12:30:00,121.959,0.038,1.413,0.007,420.955,423.150,426.367,244.057,243.331,246.296,0.576,0.032,0.204,0.001,0.914,0.588,-0.837,nan
SSB-E5,2,2025-05-01 12:30:00,6641.604,1.151,0.694,1.073,420.442,423.175,426.024,244.570,243.823,246.261,0.676,0.436,0.081,0.098,-0.181,-0.478,-0.587,nan
DB-6,4,2025-05-01 12:30:00,232.988,0.814,0.000,1.248,420.947,422.987,426.363,244.023,243.186,246.220,0.354,0.182,0.000,0.172,0.913,0.000,0.561,nan
SSB-G,1,2025-05-01 12:30:00,8447.469,1.009,0.248,0.000,418.521,420.601,421.037,242.515,241.742,244.131,0.218,0.218,0.000,0.000,0.890,0.000,0.000,nan
SSB-EG,2,2025-05-01 12:30:00,31912.058,nan,nan,nan,417.909,nan,423.680,nan,nan,244.496,nan,3.114,nan,0.466,nan,-0.997,nan,nan
DB-M,3,2025-05-01 12:30:00,17577.866,nan,nan,nan,nan,nan,422.308,nan,nan,nan,nan,0.032,nan,nan,nan,nan,nan,nan
MSB-1,57,2025-05-01 12:30:00,14361302.100,0.325,0.351,0.207,414.240,415.820,417.600,240.980,240.360,242.440,0.204,0.077,0.083,0.046,-0.979,-0.985,-0.921,-0.971
DB-E6,3,2025-05-01 12:30:00,6411.596,2.504,1.235,1.210,421.386,423.257,426.576,244.240,243.674,246.040,0.505,0.338,0.102,0.065,-0.552,-0.340,-0.219,nan
SSB-3,5,2025-05-01 13:00:00,9855.716,2.046,0.150,1.844,417.439,419.888,422.309,242.279,241.499,244.451,0.597,0.299,0.028,0.270,-0.604,0.769,0.598,nan
SSB-2,1,2025-05-01 13:00:00,1960.310,1.414,1.877,1.902,418.933,417.440,422.953,242.338,241.520,244.419,1.183,0.335,0.431,0.417,0.977,0.951,0.897,nan
SSB-E2,2,2025-05-01 13:00:00,18734.770,2.291,1.144,0.540,418.107,421.369,422.378,242.795,242.053,244.385,0.687,0.198,0.124,0.444,-0.962,-0.918,0.667,nan
SSB-E2A,3,2025-05-01 13:00:00,28792.110,3.211,0.194,0.000,418.788,420.630,421.269,243.006,242.294,244.351,4.503,0.726,0.000,0.000,-0.932,0.974,-0.934,nan
SSB-2A,4,2025-05-01 13:00:00,2776.010,1.759,68.745,35.514,417.899,420.403,421.817,242.259,241.873,244.348,31.896,7.173,0.049,0.120,-0.986,-0.996,-0.688,nan
SSB-5,1,2025-05-01 13:00:00,121.969,0.038,0.022,1.516,420.483,421.349,425.003,243.557,242.352,245.441,0.014,0.008,0.201,0.314,-0.519,0.750,0.755,nan
DB-E6,3,2025-05-01 13:00:00,6411.891,2.121,1.173,1.197,419.853,421.708,425.262,243.456,242.757,245.203,0.447,0.281,0.101,0.065,-0.544,-0.353,-0.221,nan
SSB-2-1,9,2025-05-01 13:00:00,342727.584,0.000,0.000,0.000,419.305,420.873,424.591,243.256,242.376,244.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
DB-6,4,2025-05-01 13:00:00,233.166,0.814,0.000,1.248,419.364,421.358,425.032,243.295,242.205,245.304,0.354,0.181,0.000,0.172,0.917,0.000,0.563,nan
SSB-G,1,2025-05-01 13:00:00,8447.643,2.346,0.247,0.141,419.403,420.978,421.782,242.853,242.049,244.385,0.394,0.394,0.000,0.000,0.691,0.000,0.000,nan
SSB-EG,2,2025-05-01 13:00:00,31915.058,0.000,17.501,1.870,418.789,nan,424.031,nan,241.619,nan,7.662,nan,4.081,nan,nan,0.967,nan,nan
DB-M,3,2025-05-01 13:00:00,17578.342,nan,nan,nan,nan,nan,nan,nan,242.075,nan,nan,nan,nan,nan,nan,nan,nan,nan
MSB-1,57,2025-05-01 13:00:00,14361326.700,0.341,0.356,0.207,413.100,414.460,416.360,240.320,239.620,241.640,0.212,0.081,0.085,0.046,-0.985,-0.989,-0.928,-0.974
SSB-E5,2,2025-05-01 13:00:00,1200.721,2.505,0.686,1.787,418.951,421.646,424.407,243.802,242.847,245.215,0.667,0.046,0.085,0.202,-0.169,0.547,-0.584,nan
SSB-2A-1,10,2025-05-01 13:00:00,426713.344,1.318,1.374,1.557,419.316,421.097,424.695,243.223,242.427,244.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
MSB-1,57,2025-05-01 13:30:00,14361351.500,0.320,0.346,0.206,412.140,414.020,415.720,239.840,239.200,241.400,0.203,0.075,0.082,0.046,-0.981,-0.990,-0.917,-0.971
SSB-G,1,2025-05-01 13:30:00,8447.743,0.676,0.247,0.156,420.540,421.732,422.093,243.397,242.567,244.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-5,1,2025-05-01 13:30:00,121.977,0.038,1.462,1.511,425.957,426.788,430.589,246.663,245.490,248.722,0.015,0.009,0.204,0.322,-0.507,0.842,0.716,nan
SSB-2,1,2025-05-01 13:30:00,1960.749,0.452,1.890,1.677,419.666,418.682,424.112,242.924,241.894,244.745,0.883,0.086,0.436,0.362,0.780,0.953,-0.881,nan
SSB-2,1,2025-05-01 14:00:00,1961.173,0.456,1.880,1.552,419.503,417.193,422.969,242.640,241.790,244.457,0.837,0.086,0.433,0.318,0.779,0.953,-0.839,nan
SSB-E5,2,2025-05-01 14:00:00,1202.016,4.559,0.675,1.132,425.450,427.402,431.065,246.956,246.193,248.629,1.381,1.110,0.081,0.109,-0.173,0.607,-0.628,nan
SSB-5,1,2025-05-01 14:00:00,121.987,0.038,1.445,1.533,425.010,427.107,428.416,246.684,245.861,248.579,0.013,0.008,0.204,0.002,0.909,0.577,0.727,nan
DB-6,4,2025-05-01 14:00:00,233.521,0.818,0.000,1.244,425.059,427.172,430.759,246.437,245.684,248.636,0.359,0.183,0.000,0.175,0.910,0.000,0.567,nan
SSB-G,1,2025-05-01 14:00:00,8447.960,2.683,0.295,0.000,418.987,421.120,421.050,242.946,242.273,244.401,0.538,0.497,0.041,0.000,0.763,-0.609,0.000,nan
DB-E6,3,2025-05-01 14:00:00,6412.439,2.156,1.173,1.208,425.425,427.533,430.986,246.667,246.128,248.504,0.458,0.290,0.105,0.064,-0.560,-0.361,-0.212,nan
MSB-1,57,2025-05-01 14:00:00,14361376.100,0.317,0.339,0.208,413.160,414.740,416.800,240.480,239.660,241.900,0.201,0.075,0.080,0.046,-0.980,-0.985,-0.920,-0.969
SSB-5,1,2025-05-01 14:30:00,12359.028,0.201,1.462,1.533,426.120,427.465,431.012,246.736,246.063,248.998,0.024,0.018,0.204,0.315,0.978,0.908,0.767,nan
SSB-E5,2,2025-05-01 14:30:00,6642.211,4.548,0.438,1.057,426.251,427.964,431.506,246.452,246.455,248.908,0.226,0.050,0.082,0.175,0.960,-0.480,-0.632,nan
SSB-2,1,2025-05-01 14:30:00,1961.661,0.562,1.885,1.650,420.432,418.255,423.757,243.151,242.043,244.987,0.886,0.101,0.434,0.351,0.735,0.951,-0.869,nan
DB-6,4,2025-05-01 14:30:00,233.698,0.815,0.000,1.271,425.302,427.624,431.103,246.499,245.968,248.896,0.357,0.183,0.000,0.174,0.909,0.000,0.551,nan
MSB-1,57,2025-05-01 14:30:00,14361400.900,0.300,0.338,0.205,413.860,415.500,417.200,240.820,240.120,242.220,0.197,0.070,0.080,0.046,-0.973,-0.988,-0.928,-0.968
DB-E6,3,2025-05-01 14:30:00,6412.737,2.451,1.203,1.214,425.739,427.880,431.344,246.842,246.330,248.719,0.509,0.338,0.107,0.064,-0.559,-0.344,-0.211,nan
SSB-G,1,2025-05-01 14:30:00,8448.174,2.513,0.295,0.000,420.955,421.963,422.676,243.639,242.682,245.156,0.498,0.457,0.041,0.000,0.746,-0.575,0.000,nan
MSB-1,57,2025-05-01 15:00:00,14361425.100,0.341,0.326,0.213,413.660,415.440,416.820,240.560,240.140,242.060,0.205,0.081,0.077,0.047,-0.990,-0.985,-0.916,-0.971
SSB-EG,2,2025-05-01 15:00:00,31927.514,nan,11.740,2.277,nan,423.018,427.040,nan,243.332,nan,6.491,nan,2.619,nan,-0.984,nan,0.991,nan
SSB-G,1,2025-05-01 15:00:00,8448.428,2.720,0.287,0.133,422.256,424.119,424.908,244.612,243.816,246.304,0.544,0.501,0.042,0.000,0.754,-0.604,0.000,nan
SSB-5,1,2025-05-01 15:00:00,12359.365,1.694,0.019,0.007,426.849,428.292,429.726,247.034,245.837,249.050,0.730,0.206,0.204,0.320,0.911,0.916,-0.840,nan
SSB-2,1,2025-05-01 15:00:00,1962.090,0.565,1.897,1.676,422.078,421.567,427.471,244.293,243.174,246.334,0.897,0.102,0.437,0.357,0.740,0.948,-0.865,nan
SSB-2A,4,2025-05-01 15:30:00,291649.536,30.041,68.016,0.753,418.466,419.273,421.445,242.613,241.741,244.197,31.900,0.327,0.047,8.538,-0.984,-0.258,-0.660,nan
SSB-3,5,2025-05-01 15:30:00,9857.157,2.094,0.000,1.396,417.700,419.086,422.143,242.245,241.112,244.266,0.494,0.304,0.000,0.190,-0.599,0.000,0.557,nan
SSB-E2,2,2025-05-01 15:30:00,18738.104,2.566,1.815,0.564,416.699,421.368,422.196,242.522,241.753,244.272,0.694,0.543,0.907,0.468,-0.878,0.958,0.937,nan
SSB-2,1,2025-05-01 15:30:00,1962.643,0.590,1.883,2.172,419.035,417.658,422.401,242.284,241.236,244.211,1.021,0.098,0.433,0.490,0.686,0.952,0.924,nan
SSB-E2A,3,2025-05-01 15:30:00,14743.217,1.154,13.978,2.446,418.273,421.291,421.396,242.453,242.161,244.406,4.751,0.892,3.299,0.560,-0.970,0.000,-0.935,nan
SSB-5,1,2025-05-01 15:30:00,122.013,0.038,1.443,1.502,425.499,427.082,430.793,246.679,245.745,248.808,0.668,0.008,0.003,0.335,-0.511,0.573,0.729,nan
SSB-G,1,2025-05-01 15:30:00,8448.597,2.801,0.302,0.000,419.245,420.767,420.915,242.597,241.890,244.230,0.575,0.534,0.042,0.000,0.785,-0.570,0.000,nan
DB-E6,3,2025-05-01 15:30:00,6413.293,2.726,1.122,1.209,425.432,427.474,430.991,246.685,246.070,248.518,0.525,0.409,0.113,0.062,-0.552,-0.365,-0.207,nan
SSB-E5,2,2025-05-01 15:30:00,6642.466,1.134,0.676,1.305,424.533,427.730,430.051,246.353,245.967,248.739,0.163,0.360,0.072,0.039,-0.162,0.608,-0.600,nan
SSB-2A-1,10,2025-05-01 15:30:00,426713.344,1.374,1.406,1.592,422.505,424.306,427.909,245.064,244.211,246.680,0.072,0.072,0.000,0.000,-0.214,0.000,0.000,nan
MSB-1,57,2025-05-01 15:30:00,14361452.200,0.354,0.396,0.249,416.120,417.560,419.420,242.140,241.340,243.440,0.237,0.085,0.095,0.057,-0.985,-0.993,-0.951,-0.983
SSB-EG,2,2025-05-01 15:30:00,31930.604,nan,nan,2.272,nan,419.826,421.112,nan,nan,244.360,nan,0.000,nan,nan,nan,nan,nan,nan
DB-6,4,2025-05-01 15:30:00,234.056,0.817,0.000,1.251,424.922,427.167,430.800,246.404,245.575,248.719,0.352,0.183,0.000,0.169,0.910,0.000,0.545,nan
SSB-2-1,9,2025-05-01 15:30:00,342727.584,0.000,0.000,0.000,422.498,424.121,427.758,245.094,244.182,246.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
MSB-1,57,2025-05-01 16:00:00,14361482.100,0.370,0.391,0.257,417.520,418.680,420.860,243.020,242.040,244.220,0.242,0.089,0.094,0.060,-0.992,-0.991,-0.950,-0.983
SSB-G,1,2025-05-01 16:00:00,8448.862,1.484,0.288,0.148,422.304,423.907,424.715,244.674,243.869,246.300,0.372,0.329,0.043,0.000,0.906,-0.615,0.000,nan
DB-6,4,2025-05-01 16:00:00,234.232,0.813,0.000,1.238,418.490,420.728,424.431,242.693,241.837,245.060,0.353,0.181,0.000,0.172,0.915,0.000,0.567,nan
DB-E6,3,2025-05-01 16:00:00,6413.593,2.384,1.257,1.197,418.945,421.028,424.626,242.993,242.281,244.858,0.451,0.285,0.102,0.064,-0.548,-0.349,-0.220,nan
SSB-E5,2,2025-05-01 16:00:00,6642.627,1.648,0.526,1.125,419.170,420.845,424.811,243.248,242.212,244.786,0.245,0.049,0.081,0.115,-0.866,0.584,-0.418,nan
SSB-5,1,2025-05-01 16:00:00,122.022,0.038,1.415,1.639,419.512,420.824,424.279,242.634,241.916,245.070,0.540,0.028,0.202,0.310,0.918,0.753,-0.831,nan
SSB-E2A,3,2025-05-01 16:00:00,14743.387,2.546,14.089,2.440,422.016,424.171,425.159,244.512,243.569,246.391,0.621,0.820,3.341,0.559,0.998,0.000,-0.927,nan
SSB-E2,2,2025-05-01 16:00:00,18738.914,1.467,1.797,0.561,420.939,424.847,425.504,244.600,243.769,246.217,0.682,0.192,0.910,0.471,-0.623,0.953,0.930,nan
SSB-2,1,2025-05-01 16:00:00,1963.188,0.568,1.900,1.667,422.756,420.980,426.387,244.285,243.301,246.235,0.893,0.102,0.437,0.354,0.737,0.946,-0.862,nan
SSB-2,1,2025-05-01 16:30:00,1963.644,0.633,2.028,1.778,420.650,419.274,424.593,243.531,242.559,245.490,0.968,0.111,0.471,0.385,0.723,0.958,0.881,nan
SSB-E2,2,2025-05-01 16:30:00,6501.380,0.686,4.049,2.532,419.043,423.725,423.641,243.677,243.051,245.521,0.622,0.538,0.932,0.600,-0.834,0.947,0.965,nan
SSB-G,1,2025-05-01 16:30:00,8449.131,2.956,0.279,0.000,421.578,423.000,423.469,243.813,243.220,245.491,0.607,0.552,0.056,0.000,0.765,0.817,0.000,nan
MSB-1,57,2025-05-01 16:30:00,14361518.900,0.573,0.623,0.460,413.840,415.160,416.680,240.640,240.040,241.940,0.391,0.135,0.147,0.109,0.978,0.984,0.975,0.979
MSB-1,57,2025-05-01 17:00:00,14361567.700,0.544,0.604,0.448,416.560,418.460,419.860,242.320,241.740,243.920,0.381,0.130,0.144,0.107,0.984,0.989,-0.981,0.985
SSB-G,1,2025-05-01 17:00:00,8449.498,1.873,0.288,0.148,421.361,423.316,423.434,244.047,243.336,245.749,0.469,0.422,0.046,0.000,-0.924,-0.661,0.000,nan
SSB-5,1,2025-05-01 17:00:00,122.039,1.156,1.421,1.609,418.592,420.862,423.044,243.100,241.678,245.329,0.657,0.141,0.004,0.338,0.916,0.586,0.736,nan
SSB-2,1,2025-05-01 17:00:00,1964.210,0.691,2.095,1.687,421.092,420.189,425.142,243.587,242.715,245.742,0.963,0.118,0.488,0.357,0.700,0.960,-0.861,nan
SSB-E2,2,2025-05-01 17:30:00,18741.692,1.687,4.197,0.550,421.226,424.719,424.875,244.220,243.808,246.176,0.691,0.289,0.966,0.603,-0.734,-0.918,0.962,nan
SSB-E2A,3,2025-05-01 17:30:00,28813.092,3.873,0.194,0.000,421.710,423.612,425.256,244.367,243.534,245.986,0.275,0.275,0.000,0.564,-0.934,0.000,0.000,nan
SSB-2A,4,2025-05-01 17:30:00,291713.824,29.807,0.769,0.724,420.814,423.346,425.587,244.447,242.927,246.288,0.501,0.331,16.663,8.594,-0.836,-0.260,-0.671,nan
SSB-3,5,2025-05-01 17:30:00,9858.309,2.059,0.142,1.404,420.634,422.973,425.595,244.079,243.270,246.235,0.520,0.301,0.025,0.194,-0.599,0.717,0.560,nan
SSB-5,1,2025-05-01 17:30:00,12360.914,0.038,1.432,1.616,420.149,422.507,425.962,243.977,242.878,245.869,0.628,0.008,0.003,0.001,0.917,0.818,nan,nan
SSB-2,1,2025-05-01 17:30:00,1964.795,0.748,2.098,1.829,422.645,421.561,425.834,244.035,243.275,246.164,1.028,0.133,0.490,0.405,0.730,0.961,0.899,nan
DB-E6,3,2025-05-01 17:30:00,6414.434,2.345,1.312,1.210,420.761,422.729,426.494,244.132,243.240,245.864,0.495,0.319,0.111,0.065,-0.557,-0.349,-0.217,nan
DB-6,4,2025-05-01 17:30:00,234.765,0.813,0.000,1.266,420.309,422.464,426.276,243.819,242.816,246.075,0.354,0.181,0.000,0.173,0.914,0.000,0.555,nan
SSB-G,1,2025-05-01 17:30:00,8449.874,5.190,0.272,0.141,422.224,424.063,424.569,244.250,243.919,246.155,1.257,1.216,0.042,0.000,0.959,-0.631,0.000,nan
MSB-1,57,2025-05-01 17:30:00,14361610.400,0.469,0.498,0.319,416.320,417.600,419.480,242.140,241.480,243.500,0.307,0.113,0.119,0.075,-0.992,-0.995,-0.969,-0.988
SSB-2-1,9,2025-05-01 17:30:00,342727.584,0.000,0.000,0.000,421.545,423.290,426.855,244.507,243.736,245.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-E5,2,2025-05-01 17:30:00,6643.055,1.139,0.694,1.094,421.245,423.115,426.637,243.772,243.361,246.044,0.580,0.350,0.081,0.114,0.731,0.566,-0.388,nan
SSB-2A-1,10,2025-05-01 17:30:00,426713.344,1.337,1.386,1.570,421.556,423.500,426.996,244.480,243.782,246.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2,1,2025-05-01 18:00:00,1965.380,0.741,2.100,1.572,422.890,420.557,426.900,244.424,243.446,246.465,0.942,0.130,0.491,0.321,0.721,0.960,-0.828,nan
SSB-E2,2,2025-05-01 18:00:00,6502.400,1.010,4.202,2.568,420.482,425.003,425.459,244.483,243.515,246.412,2.144,0.545,0.989,0.609,-0.750,0.965,0.962,nan
SSB-5,1,2025-05-01 18:00:00,12361.238,0.957,0.019,0.008,421.386,421.699,425.659,243.725,242.628,245.799,0.658,0.123,0.004,0.002,-0.524,0.824,0.767,nan
SSB-EG,2,2025-05-01 18:00:00,31946.102,0.000,nan,2.259,421.813,nan,nan,244.615,nan,246.814,nan,3.172,2.683,nan,-0.982,nan,nan,nan
DB-E6,3,2025-05-01 18:00:00,6414.734,2.003,1.230,1.214,420.294,422.205,425.997,243.799,242.980,245.606,0.444,0.281,0.100,0.063,-0.554,-0.334,-0.213,nan
DB-6,4,2025-05-01 18:00:00,234.940,0.814,0.000,1.290,419.783,421.855,425.824,243.510,242.499,245.787,0.353,0.181,0.000,0.172,0.913,0.000,0.541,nan
SSB-G,1,2025-05-01 18:00:00,8450.281,2.640,0.295,0.141,423.016,424.212,424.601,244.660,244.150,246.445,0.536,0.495,0.042,0.000,0.766,-0.578,0.000,nan
SSB-E5,2,2025-05-01 18:00:00,6643.244,1.135,0.571,1.890,420.510,422.592,425.340,244.117,243.092,245.623,0.732,0.051,0.262,0.163,-0.186,0.758,-0.668,nan
MSB-1,57,2025-05-01 18:00:00,14361648.000,0.468,0.490,0.341,415.560,417.340,418.600,241.560,241.220,243.180,0.309,0.112,0.117,0.080,-0.990,-0.990,-0.967,-0.985
MSB-1,57,2025-05-01 18:30:00,14361685.100,0.428,0.440,0.292,415.760,417.360,419.280,241.960,241.180,243.400,0.277,0.103,0.105,0.069,-0.993,-0.994,-0.967,-0.988
SSB-2,1,2025-05-01 18:30:00,1965.961,0.575,2.113,1.553,424.987,423.424,429.080,245.589,244.949,247.837,0.923,0.106,0.495,0.322,0.753,0.956,-0.835,nan
SSB-E2,2,2025-05-01 18:30:00,18743.564,2.615,3.740,0.545,423.564,427.285,427.711,245.903,245.391,247.844,0.691,0.578,0.867,0.612,-0.913,0.946,0.650,nan
SSB-E2A,3,2025-05-01 18:30:00,28818.084,4.875,0.000,0.000,424.569,426.705,428.620,246.084,245.748,247.715,5.154,0.344,0.000,0.574,-0.961,0.000,0.000,nan
SSB-E5,2,2025-05-01 18:30:00,6643.381,1.894,0.551,1.197,420.101,422.020,424.557,243.781,242.485,245.388,0.245,0.333,0.084,0.113,0.724,0.592,-0.373,nan
DB-E6,3,2025-05-01 18:30:00,6415.032,2.403,1.274,1.218,419.562,421.676,425.526,243.454,242.587,245.345,0.513,0.334,0.117,0.062,-0.571,-0.379,-0.208,nan
DB-6,4,2025-05-01 18:30:00,235.117,0.813,0.000,1.323,419.089,421.331,425.350,243.157,242.132,245.531,0.354,0.181,0.000,0.173,0.916,0.000,0.549,nan
SSB-G,1,2025-05-01 18:30:00,8450.530,2.598,0.287,0.000,424.862,426.810,427.148,245.993,245.494,247.835,0.491,0.449,0.042,0.000,0.702,-0.598,0.000,nan
SSB-5,1,2025-05-01 18:30:00,12361.543,1.155,1.436,1.563,418.994,421.442,423.504,243.169,242.022,245.580,0.656,0.147,0.004,0.308,-0.512,0.834,0.758,nan
SSB-2,1,2025-05-01 19:00:00,1966.539,0.593,2.129,2.047,426.265,425.089,429.653,246.355,245.540,248.337,1.067,0.109,0.499,0.459,0.744,0.954,0.904,nan
SSB-E2,2,2025-05-01 19:00:00,18744.462,2.608,3.676,2.578,425.158,426.554,429.245,246.683,246.001,248.303,2.042,0.577,0.402,0.091,-0.897,0.944,0.958,nan
SSB-E2A,3,2025-05-01 19:00:00,14744.455,1.412,14.419,2.490,425.487,427.966,429.059,246.817,245.729,248.229,5.195,1.189,0.000,0.000,-0.979,0.000,0.000,nan
